Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02 00:00:00,107.629997,108.019997,106.809998,107.949997,89.109085,13578800
2018-01-03 00:00:00,107.860001,108.489998,107.480003,108.059998,89.199883,11901000
2018-01-04 00:00:00,108.360001,110.029999,108.199997,109.040001,90.477707,12953700
2018-01-05 00:00:00,109.260002,109.550003,107.779999,108.339996,89.896904,14155000
2018-01-08 00:00:00,108.150002,108.680000,107.699997,108.500000,90.029655,12466500
2018-01-09 00:00:00,108.720001,109.629997,108.489998,109.050003,90.486031,13292300
2018-01-10 00:00:00,109.470001,110.699997,109.389999,110.250000,91.481720,15834500
2018-01-11 00:00:00,110.669998,110.930000,110.050003,110.839996,91.971306,13676800
2018-01-12 00:00:00,111.650002,112.849998,110.839996,112.669998,93.489761,18884200
2018-01-16 00:00:00,111.510002,113.430000,111.070000,112.269997,93.157883,22703300
2018-01-17 00:00:00,111.889999,113.300003,111.309998,112.989998,93.755310,14940300
2018-01-18 00:00:00,112.760002,113.720001,112.269997,113.260002,93.979340,14572900
2018-01-19 00:00:00,113.940002,114.339996,112.800003,113.010002,93.771904,18785500
2018-01-22 00:00:00,112.660004,114.389999,112.500000,114.330002,94.867195,12475700
2018-01-23 00:00:00,113.669998,114.639999,113.349998,114.209999,94.767609,12320800
2018-01-24 00:00:00,114.860001,116.000000,114.660004,115.669998,95.979073,15904500
2018-01-25 00:00:00,116.040001,116.169998,115.080002,115.699997,96.003983,13510000
2018-01-26 00:00:00,115.699997,116.320000,114.959999,116.320000,96.518425,13883900
2018-01-29 00:00:00,116.019997,117.349998,116.019997,116.199997,96.418846,11679900
2018-01-30 00:00:00,115.529999,116.599998,114.980003,115.110001,95.514412,14279100
2018-01-31 00:00:00,115.650002,116.660004,115.160004,115.669998,95.979073,13141400
2018-02-01 00:00:00,115.769997,116.989998,115.480003,116.870003,96.974815,13800600
2018-02-02 00:00:00,116.489998,116.919998,114.089996,114.279999,94.825691,16477300
2018-02-05 00:00:00,113.000000,114.589996,103.980003,108.800003,90.278587,30097600
2018-02-06 00:00:00,106.849998,112.480003,106.610001,112.110001,93.025108,33114800
2018-02-07 00:00:00,111.550003,114.449997,111.150002,112.870003,93.655746,21878300
2018-02-08 00:00:00,113.110001,113.110001,107.839996,107.879997,89.515205,27425800
2018-02-09 00:00:00,109.099998,111.050003,106.230003,110.040001,91.307487,28188000
