Date,Close
2018-01-31,
2018-02-28,-0.08786367195684952
2018-03-31,-0.0052857102355131635
2018-04-30,-0.07521758909358511
2018-05-31,-0.00683576368464911
2018-06-30,0.08598506733167088
2018-07-31,0.05630565657282105
2018-08-31,-0.025999982608695626
2018-09-30,-0.0018748236429814158
2018-10-31,0.005187781613923637
2018-11-30,0.08506856429262943
2018-12-31,-0.0939806364772735
2019-01-31,0.019822546529076446
2019-02-28,0.026360176202363972
2019-03-31,0.05975444534550722
2019-04-30,0.044879639864227494
2019-05-31,-0.0003904958908903522
2019-06-30,0.024453164062500088
2019-07-31,-0.02531843875091755
2019-08-31,0.06979108160223912
2019-09-30,0.0027061362599616334
2019-10-31,0.0005105178478255201
2019-11-30,-0.009768870886766257
2019-12-31,0.00618417129965132
2020-01-31,0.03914543117209979
2020-02-29,-0.07034223854831034
2020-03-31,-0.09035826017085713
2020-04-30,0.10149871109906261
2020-05-31,-0.005593695964592027
2020-06-30,0.005397126444763423
2020-07-31,0.04082874039122708
2020-08-31,0.017434214225360734
2020-09-30,-0.010424046985921032
2020-10-31,-0.038311780448263444
2020-11-30,0.08207670173709136
2020-12-31,0.02821886648322458
2021-01-31,-0.07909639759076736
2021-02-28,-0.054038255998624996
2021-03-31,0.094898945817804
2021-04-30,0.01915876322005139
2021-05-31,0.026220851103750054
2021-06-30,0.0015546572724800534
2021-07-31,0.05925625375253096
2021-08-31,-0.003568002616782473
2021-09-30,-0.03823770725901732
2021-10-31,0.07439666047745086
2021-11-30,-0.011262419136296331
2021-12-31,0.08718242638116425
2022-01-31,-0.0010937942107157594
2022-02-28,-0.05636237191419158
2022-03-31,0.022230364534311597
2022-04-30,0.025869290659896738
2022-05-31,-0.023062179480314082
2022-06-30,-0.0064977406855440956
2022-07-31,0.04980200888510722
2022-08-31,-0.01537495937571598
2022-09-30,-0.05230167057986479
2022-10-31,0.11221369325657515
2022-11-30,0.02164331400326791
2022-12-31,-0.02614409536262463
