Date,Close
2018-01-31,
2018-02-28,-0.020372561717364457
2018-03-31,-0.012938717012217382
2018-04-30,0.04633026229534476
2018-05-31,0.0054777895013635725
2018-06-30,0.054176708681983765
2018-07-31,0.04655953290380954
2018-08-31,0.06593204489266924
2018-09-30,0.0075065412536665654
2018-10-31,-0.02660933185862291
2018-11-30,0.011590753365902318
2018-12-31,-0.1192061229643987
2019-01-31,0.053605604166515164
2019-02-28,0.019149233118640474
2019-03-31,0.1069762890423267
2019-04-30,0.014000165251508045
2019-05-31,-0.024233279127736984
2019-06-30,0.10301363967765553
2019-07-31,0.043025787367524826
2019-08-31,0.06940465353182446
2019-09-30,-0.022560811420789473
2019-10-31,0.031238070419530972
2019-11-30,0.00908758754775607
2019-12-31,-0.019645725757284516
2020-01-31,0.03946643810198802
2020-02-29,-0.07979829431062202
2020-03-31,0.014192181073903631
2020-04-30,0.06267314799086132
2020-05-31,0.018052808580858226
2020-06-30,-0.017051933682199483
2020-07-31,0.07361237644705443
2020-08-31,0.06798146121089155
2020-09-30,0.021112569509146084
2020-10-31,0.007380267605633817
2020-11-30,0.095492406681567
2020-12-31,-0.03826222125452294
2021-01-31,-0.06462658863163262
2021-02-28,-0.0608063826168167
2021-03-31,0.06489429305135941
2021-04-30,0.055634317941507305
2021-05-31,0.016608866313084114
2021-06-30,0.045998954466355935
2021-07-31,0.08605652913100603
2021-08-31,0.059969256585755026
2021-09-30,-0.013479953752660867
2021-10-31,0.09389118156593512
2021-11-30,0.0973267590105773
2021-12-31,0.05250474014141493
2022-01-31,-0.11021667373154831
2022-02-28,0.027953189991158922
2022-03-31,0.1090033240250361
2022-04-30,-0.07663455212161019
2022-05-31,-0.12318508533131622
2022-06-30,0.028012521925244283
2022-07-31,0.1294024143077166
2022-08-31,-0.03547018737417751
2022-09-30,-0.09544146579313373
2022-10-31,0.06189258619183602
2022-11-30,0.07527417746759713
2022-12-31,-0.15345387111729258
