,Weight
BAC,0.001642727722405126
PEP,0.11308313805497557
COST,0.03199664748202239
KHC,0.07348974501761762
SBUX,0.0328198229177904
AMZN,0.06641497321526973
INTC,0.07113314631315999
MMM,0.06692533146502747
KO,0.013602925893749968
NVDA,0.04000858606616092
XOM,0.030403632826058735
JPM,0.05046699514685832
TSLA,0.04900145293140987
META,0.013560321530639342
GOOG,0.04415136626986485
AVGO,0.09994636420321437
O,0.07293932313928225
AAPL,0.04311617072882335
WMT,0.04688969595782152
JNJ,0.038407633117848124
